artist,text
kaczmarski,"Dym coraz gęstszy, obcy ktoś się wdziera A My wciśnięci w najdalszy sali kąt ""Tędy!"" - wrzeszczy - ""Niech was jasna cholera!"" A my nie chcemy uciekać stąd."
kaczmarski,"A kiedy będzie komunizm umierał, (W końcu okrutny garbus z urodzenia) Czy zstąpi Człowiek pełen przebaczenia, By pot mu z czoła śmiertelny ocierał? Może przedwcześnie mówić o tym teraz, Skoro wciąż żyje w spoconych wspomnieniach Czasów, gdy odniósł zwycięstwa garbate Nad ludźmi - wierząc szczerze, że nad światem; Świat pragnął kary, szukał rozgrzeszenia I grzebał szczodrą łapką po kieszeniach, Bo wszystkie grzechy mają swą opłatę... Opłatą miał mu być pokuty kierat. Więc, kiedy będzie komunizm umierał - Zali opłata starczy na opłatek?"
kaczmarski,Ja po prostu głębiej nasunąłem czapkę Odwróciłem się i już. Ci co mają na mą chrypką trąbkę chrapkę Muszą ruszyć w moją trasę A pobudkę zagram czasem Dla ich dusz.
krawczyk,"Wziąłem z twoich rąk Obraz twój, rysunek twój Potrąconej struny dźwięk Twoje wczoraj Wziąłem nawet tło Miasta szum, ulic zgiełk"
krawczyk,"W mijaniu trudnych dni,  żylem wciąż myślą tą, że powrócisz tu staniesz w drzwiach, powiem wejdż."
kaczmarski,"Przeniknął lokal wszystkim wspólny ulgi oddech, A potem radość, klepy w plecy, pozdrowienia. Otoczeni kibicami wypiliśmy na odchodne W atmosferze ogólnego odprężenia."
kaczmarski,Tutaj ukryłem srebrnostrunną lirę Która się stała duszą tego dworu Tutaj indykom czytając Szekspira Drżałem o losy swego Elsynoru
krawczyk,~ Europo witaj nam ~ z programu Europa da się lubić
krawczyk,"Opowiedz nam, czym żyjesz dziś I czuj się tak, jak w domu swym"
krawczyk,"Powiedz mi, co siłą jest piosenki? Powiedz mi, dlaczego ludziom serce śpiewa, kiedy słyszą kilka zwyczajnych, prostych słów? Kilka słów, pozornie bardzo prostych Kilka słów, pod pięciolinią szuka swojej prawdy A w prostocie zawiera się jej sens"
krawczyk,"Budzi się blask nade mną Od zachodu, aż po wschód Lada dzień już, wiem na pewno Że wolny będę znów"
krawczyk,Zawsze z tobą chciałbym być Przez całe lato Zawsze z tobą chciałbym być Kochaj mnie za to Zawsze z tobą chciałbym być Tylko we dwoje Zawsze z tobą chciałbym być...
kaczmarski,Cały się kurczy i marszczy Kiedy się musi meldować co miesiąc Po dwudziestu sześciu latach carscy W obłęd powstańca nie wierzą Trzema ciosami zrąbał drzewo I śmiał się - to masło nie pień - Rąbaliśmy z tymi co zostali w śniegach Pnie zmarznięte na kamień
krawczyk,"Och, siostro proszę w ramiona me weź Nie traktuj mnie jak obcego Nasz ojciec bacznie oceni twój gest Więc zważ na niebezpieczeństwo"
kaczmarski,"W ciemnym niebie gwiazdy świecą, Mrok Matuszki duszę wymiótł. Wani łzy po twarzy lecą - Ale to - od dymu."
kaczmarski,"Nie każdy może być buhajem, Wołem roboczym być nie wstyd. Pokarmem sławy się nie najesz, Nie będzie twój jutrzejszy świt."
kaczmarski,"Tu w ogóle nie wiesz, co się u nas dzieje, Przecież niejedną przetrwaliśmy z zim. I cóż, że Oni - z nich się każdy śmieje - U nas wszystko wolno! Byle wiedzieć z kim!"
kaczmarski,"Zniszczą - odtworzą, zbudują - połamią Żadne się na nich nie znajdzie lekarstwo Gdy skrzydła światła przypną już do ramion - Poniosą w kosmos genialne bestialstwo"
kaczmarski,"Wieczna przyjaźń, wieczna zgoda, Wieczne zadośćuczynienie, Wieczna wdzięczność dla ""naroda"", Który przyznał nam cierpienie."
kaczmarski,"Dopiero kiedy się ruszyli ci z biletami darmowymi Żeby znów ściągnąć ją ze sceny i żeby poszła razem z nimi Poderwaliśmy się w obronie, choć nie mówiła ani słowa I zażądaliśmy spektaklu i grać zaczęła go od nowa. Nie było w nim już tej radości i zaszły w nim widoczne zmiany - Pojęliśmy, że nowy dramat dopiero będzie napisany, Ale i tak się stało jasne, jak jej nam bardzo było brak, Gdy ją zagłuszać jęli wrzaskiem ci, którym było to nie w smak."
krawczyk,"Zanim ruszysz jednak dalej Na komputer jeszcze spójrz Tam monitor się rozjaśnia Więc bądź gotów już (gotów bądź)! Zanim ruszysz jednak dalej Na komputer jeszcze spójrz Tam monitor się rozjaśnia Więc bądź gotów, gotów bądź Więc gotów bądź, gotów bądź Gotów bądź, bądź!"
krawczyk,"Put your head on my shoulder Hold me in your arms, baby Squeeze me oh so tight Show me that you love me too"
kaczmarski,"Uderzyło w nas jak gromem, spojrzeliśmy wreszcie w krąg, A już wiele, wiele świtów przeminęło! I patrzymy w starcze oczy, powstrzymując drżenie rąk - Zadziwieni, gdzie się życie nam podziało?! Wybiegamy na perony, lecz na torach leży rdza, Semafory, hen pod lasem - opuszczone... Żaden pociąg nie zabierze już z tej poczekalni nas, Milczą teraz niepotrzebne megafony..."
kaczmarski,Więc wpakowali nas na państwowy wikt O wpadce naszej nie dowiedział się nikt I tylko w książce akt nasz przełożony ma Więźnia Pietrowa Wasiliewa więźnia
kaczmarski,"W jednej istocie larwa, mumia, Mieszkaniec głębin, badacz mielizn, Którego głowę łysą, dumną Wieńczy pióropusz krwistych skrzeli."
kaczmarski,"Na ile zdolny jest do krzyku W obronie innych każdy z nas - Na tyle trwa ten kraj pomników, Strumieniem podmywany głaz. Na ile skory do ofiary Jest ten, co bluźnił, łgał i kradł - Na tyle wierzy człowiek stary W to, że ocali własny świat..."
kaczmarski,"Ucz się dobrze, często pisz, całujem cię! Tego rektora co żeś pisał, to nie znamy, Ale żeby człowiek nie obraził się To przez ciebie gęś na gwiazdkę posyłamy!"
kaczmarski,Bo czym są moje grzechy małe. Gdy On pokornych ma - miliony. Rzadko Mu głowę zawracałem I tylko - w imię odtrąconych.
kaczmarski,"Nie brak mi współczucia. Wzburzam się i wzruszam; Stwierdzam z satysfakcją, że doznałem szoku; Niby balon szlochu kształt zyskuje dusza Łzawią mi paprochy uczuć w chłodnym oku."
krawczyk,"Bamba, la bamba. Uuu! Bamba, la bamba,  bamba, la bamba, bamba, la bamba!"
kaczmarski,"Na mnie i podobnych do mnie przyszłość kraju dziś spoczywa! Czy wy chociaż wiecie na wsi co to jest egzekutywa?! Mnie tu męczą, że mam ojca, który ziemi źle używa! Weź ty się skolektywizuj! Nie ma to jak w kolektywach!"
krawczyk,"To dzisiaj właśnie w tobie i we mnie Obudził sympatię los Od razu jaśniej, milej, przyjemniej Gdy zjawia się ktoś, smutek gaśnie"
kaczmarski,Krok w tył w gonitwie ewolucji Znaczonej ślepym wszak wysiłkiem - Zamiast się dręczyć bytem ludzkim Wpełzłem w odmętów łono chyłkiem.
krawczyk,Ta dziewczyna ze skrzypcami Z melodią swą niezmienną I dwoje zakochanych Jak ty z nią Ta dziewczyna ze skrzypcami I wspomnień kantyleną Dziewczyna ze skrzypcami Co nam do dzisiaj brzmią
kaczmarski,"Ja wiem, ja także z wami marzyłem Dałem się ponieść mglistym mirażom Lecz tylko siłą zwalczymy siłę I zadepczemy groby, gdy każą!"
kaczmarski,Z tonących - komu los nie zesłał tratw? Z ułomnych - zdrowia nie przywrócił - komu? Gdy oślepiony ptak odnalazł ślad I pies bezdomny siadł - na progu domu...
kaczmarski,Z krzyżowych wypraw przywożą herezje Z zamorskich rejsów - szkorbut i syfilis Na ból istnienia wdychają poezję Kiedy przerasta ich to co odkryli
kaczmarski,"Już trzydzieści lat patrząc w fale, Zanim gościem okazał się Polak, Powtarzała w motelu na skale Słowa te - kochanica Jugola."
kaczmarski,"Kraj wyszedł właśnie z dżumy i powodzi, Polak więc słaby jeszcze był i mokry. Kniaź - ewangelik katolików godził I zadżumionych usiłował odkryć, Żeby w narodzie mór się nie odrodził, Bowiem z zarazy korzystały łotry I, jak się w dziejach przydarzyło nieraz, Rozkwitał chory, a zdrowy umierał."
krawczyk,"Konik na biegunach Gdzieś po świecie gna, Lalki stroją się na ciuchach, A głupiemu żal..."
kaczmarski,"Tak przez godzinę, dzień, miesiąc, rok Aż zrobią ten jeden nieuchronny krok."
kaczmarski,"W gazetach nam piszą, jak ze wszystkim źle, Jakie marnotrawstwo, brud i zacofanie. Dla nas to nie nowość, o rym każdy wie; Czemu tak się zachwycają tym Amerykanie."
krawczyk,Zawsze z tobą chciałbym być (Przez całe lato) Zawsze z tobą chciałbym być (Kochaj mnie za to) Zawsze z tobą chciałbym być (Tylko we dwoje) Zawsze z tobą chciałbym być...
kaczmarski,"Stałem wśród tłumu w centrum stolicy, twarze wznieśliśmy ku górze. Pierwszy Sekretarz i dostojnicy stali w chorągwi purpurze. Szczytu sięgało już uniesienie, choć potu dławiła woń, Gdy pierwszy sekretarz w pozdrowieniu do góry wzniósł swą dłoń! Zagrzmiały rozwieszone głośniki wśród domów ze szkła i stali, A myśmy na to wznosili okrzyki! Transparentami machali! Te hasła! Flagi których nie zliczę - do dumy dość dają powodów! No i powiedzcie, jak tu nie krzyczeć: ""Program partii programem narodu!"""
kaczmarski,"Ciężko wspominać o tym ludku Z jego ogromnym okrucieństwem, Gdy nawet morze zwykłych smutków Nie chroni przed niebezpieczeństwem."
kaczmarski,"A ci z ustami, oczami pod wodą Choć odpowiedzieć by chcieli - nie mogą"
kaczmarski,"Co tam widać w perspektywie?  Góra łachów, a się rusza.   To dziad Kaczorowski wstaje,   Szukać szczęścia w starych puszkach."
kaczmarski,"Nie wiecie sami czego chcecie chcieć, Więc w chceniu wam pomogę: Choć królem stał się dla was prosty kmieć - Kręta wam wskaże drogę."
kaczmarski,Kota schwytaliśmy w kącie śmietnika Łeb mu wcisnąłem w mokrą grudę żwiru Dziesięcioletni mój przyjaciel Świrus Wstrzymując oddech - użył scyzoryka.
kaczmarski,Patrzyli żywi z czerwonej mogiły Jak do swych dziejów ludy odchodziły.
krawczyk,"Pracowałeś pilnie, synku Teraz dalej ruszaj znów Zanim ranek cię obudzi Z niezwykłego snu Tyle drogi już przebyłeś Lecz przed tobą cały świat I nieznanych przygód krocie I daleki szlak (daleki szlak)"
krawczyk,spójrz zmieniam się pędzący czas dotknął mnie.
krawczyk,Na na na na na Na na na na na na na na na
kaczmarski,"Papo Jeszcze tu nie jestem miesiąc,  a już wszystko wyrozumiem,  miasto owszem ale w telewizji ładniej wyglądało. Każą tutaj tylko czytać,  no a czytać przecież umiem,  więc mnie niczym nie nastraszy ten uniwersytet cały,  Klasy tak jak w szkole zbiorczej  tylko biedniej urządzone,  tak w ogóle to pieniądzem  śmierdzi tutaj nie specjalnie,"
kaczmarski,"Zdjąć puklerz niewzruszonych zasad Rzeźbiony w płaskie twarze Świętych, Którego wzór - po ciężkich czasach Winien być w duszy odciśnięty."
krawczyk,"Hej , tam pod lasem coś błyszczy z dala , Banda Cyganów ogień rozpala ."
kaczmarski,"Ktoś mi tutaj może powie, że już charczę, Że już nie rozróżnia poszczególnych słów, Ale mnie śpiewania jeszcze nie wystarczy! Jeśli przerwę - nigdy nie zaśpiewam znów! Nowych chwytów na gitarze nie wyćwiczę, Ale starych jeszcze dość - ja się nie mylę! Całe życie z sensem krzyczę, całe życie! Więc pokrzyczę jeszcze póki mam tę chwilę!"
kaczmarski,"Ach, i ja tu uciekłem, Gdy utarczki przewlekłe Obalały gabinet Pawlaka, Bu nie Sejm mieć za oknem, Ale łąki podmokłe, Lip gałęzie w jemiołach i ptakach."
krawczyk,"Wszystko z czasem się zmienia W kolorowe wspomnienia Kruche jak mgła. Wszystko z czasem przemija, Nieuchwytne jak chwila, Czyste jak łza. Wszystko z czasem odchodzi, Z biegiem sekund i godzin Traci swój blask, Kruche jak mgła, Chowa się w nas, Mija w nas!"
kaczmarski,"Słaby tron, książęta żadni, kwaśne wina, Cech żebraków i proboszczy trzęsie miastem, Nagrabionym srebrem karmi się Kardynał, Dawna służba - na polityków wyrasta..."
kaczmarski,"""Szanowny Panie Prezydencie Francji! Piszę w sprawie mego męża, poety. Od lat trzynastu w pełnej izolacji, Od lat dwudziestu trzech zamknięty w twierdzy."
kaczmarski,"Nagle wszystkośmy pojęli: sens podróży, pretekst celu, Oraz wagę cierpień w drodze, co tak umęczyła nas, Oraz prawdę oczywistą, że mniej byśmy zrozumieli, Gdybyśmy – jak inni ludzie – przyjechali tam na czas. Do narodów więc zwracamy się otwarcie bez zająknień: „Rzućcie na bok te pozory! Prawdy posłuchajcie raz!” Ale one, zapatrzone w przywiezione im pamiątki, Symbolami zastawione, nie słuchają wcale nas…"
krawczyk,"Żyjesz i nie wiesz, że Kłamstwo, nienawiść, strach i grzech Odbiorą nadzieję I śmierci rzucą sieć"
kaczmarski,"Utraciła wszystkie dzieci - Więźniów, katów, dygnitarzy, Tylko gdzieś w kotłowni świeci Ogień w prostej twarzy."
kaczmarski,"Wie, co jest śmiercią, kto w kości zgrał się I – co własnego ma jeszcze To trumna"
kaczmarski,"Nie bierz nic, co tam za darmo dają ci - Ze szczerego serca nikt ci nic dziś nie da, W przyszłość kraju nie wierz, ktoś se z ciebie drwi, Ojcu wierz, a ojciec mówi - będzie bieda!"
kaczmarski,"Szli do stolicy chłopi w wielki głód Do Cara z prośbą i ze skargą szli I nieśli w darze pieśni chleb i miód ""Boże Cara chrani"""
kaczmarski,"Wstępna gra słów co? Za ile? Wszak grzesznych usług pokusa... Księgowa, paląc Dunhille Odjeżdża w dal z notariuszem. Noc będzie trwać aż do rana By spełnić żądze ogromne - Ona w nim kocha Newmana, On w niej posiada Madonnę."
kaczmarski,"Nieśliśmy w genach pazury i pierze, Obły kształt jaja i pierś z mlekiem matki. Sierść, broń odruchów i bezbronną skórę."
krawczyk,"Odwracam się i powraca znów astronomiczny maj W liściach drzew blaszany marsz orkiestra gra na bis Wieziemy gdzieś skryte na dnie serc swe siedemnaście lat Tramwaj ma niebieski dach, parę chwil - chwilo, trwaj Jesz ciasto i tak śmiesznie unosisz brwi Wiosenny wieje wiatr Cofnął się na chwilę czas, jeśli tak - chwilo, trwaj Tuż obok sklep, gdzie się kupić da płyty i chiński tusz Mówię Ci swój pierwszy wiersz, pada pierwszy deszcz"
kaczmarski,I ślubując wierność ust i oczu skrzepom Będziemy walczyli milcząc na ślepo
krawczyk,Znów kolejny minął rok Na kalendarz nowy spójrz Trzeba nam wypełnić go Treścią z naszych pięknych snów
krawczyk,"Paryż to twoje oczy  Paryż to oddech twój,  Lecz kiedy Paryż pożegnasz  Czy będziesz kochać mnie znów?"
kaczmarski,"Tyle zrobili już jak na swe młode lata, Ulega dziejów wosk ich nieomylnym śladom - To Georges de Selve - obiecujący dyplomata I Jean de Dinteville - francuski ambasador."
krawczyk,"Odeszłaś potem nagle, drzwi otwarte, Liść powiewem wiatru padł mi do nóg. I wtedy zrozumiałem: to się kończy, Pożegnania czas już przekroczyć próg."
krawczyk,zostawmy miasto cały ten uliczny zgiełk  pobądźmy chwilę  sam na sam
kaczmarski,"Szkielet doktora Mengele, Anioła zła Europy: Kosteczki, zęby, plomby, śmieć - Mordercy tropy."
kaczmarski,"W oczach urzędników rośnie płomień grozy, Bo w szwach od poetów pękają obozy."
krawczyk,"Pójdziemy cisi, zamyśleni,  Wsród złotych przymgleń i promieni,  pójdziemy wolno alejami,  pomiędzy drzewa, cisi, sami."
krawczyk,"Nie każdy dzień, był naszym dniem. Nie każdy sen doczekał się spełnienia. Nie każdy śmiech był śmiechu wart. Wśród tylu dróg prowadzi nas los, który drogi zmienia"
krawczyk,"jeszcze sam się uczę siebie żyję tak, jak umiem żyć do utraty tchu raz mi gorzej z tym,  raz lepiej rzucam się  w zdarzeń rwący nurt"
kaczmarski,"Boga w sercu mam - i dosyć, po co chodzić do kościoła?! Muszę bardzo się pilnować ! Mają tutaj taką listę! Na rolnictwie jak nikt znam się i partyjna czeka szkoła, Tak, co ty byś stary na to, jakby syn twój był minister?"
krawczyk,"Miałeś przyjaciela przez tyle długich lat  Z przyjaźnią tak serdeczna, że mogliście konie kraść  O przyjaźni można dużo powiedzieć ciepłych słów  Lecz kiedy sprawi zawód może zwalić cię z nóg"
krawczyk,"Odnajdę twój świat Bo wierzę, że w nas Jest jeszcze czas By zrozumieć siebie Odnajdę twój świat Uwierzę, że my Możemy żyć tak, jak chcesz Tak, jak tego chcesz"
kaczmarski,"Plam tych biel - historię naszą Skupia w sobie, niby w lustrze: Wizje czasów, które straszą, Wizje - których się nie ustrzec."
kaczmarski,"Ona nic o nim nie wiedziała. Z tęsknoty do niej ściskał żal go. Księżniczka imię Inez miała, A on Don Pedro był Hidalgo. ""Ach, wezmę ja wierzchowca mego W piękności co rywala nie ma Kopyt koloru zielonego Gromami strzelę w ruń czterema! Okna księżniczki się rozewrą, Ona aż straci głos z zachwytu, A potem krzyknie: Ach Don Pedro Twój koń zielone ma kopyta!"""
kaczmarski,"Portos w hołdów i tytułów tłuszcz obrasta, Szpada służy mu za rożen na zające; Można lepić i urabiać go, jak ciasto, Byle olśnić jakimkolwiek celu słońcem."
kaczmarski,Pędzimy przez Polską dzicz  Wertepy chaszcze błota  Patrz w tył tam nie ma nic  Żałoba i sromota  Patrz w przód tam raz po raz  Cel mgłą niebieską kusi  Tam chce być każdy z nas  Kto nie chce chcieć - ten musi!  W Czerwonym Autobusie  W Czerwonym Autobusie  W Czerwonym Autobusie mija czas!
kaczmarski,"Gabinet krzywych luster -  znikają oczy, usta A za to rosną uszy i ogromnieje brzuch! A obok już inaczej: Twarz cała jakby płacze, I tułów pokręcony, wystarczy tylko ruch."
kaczmarski,- Stój Katarzyno! Koronę Carów Sen taki jak ten może Ci z głowy zdjąć! Gdyby się taki kochanek kiedyś znalazł... - Wiem! Sama wiem! Kazałabym go ściąć!
kaczmarski,"- Gdzie wleczesz nas, przeklęty kpie? Gdzie jesteś głupcze ślepy? Giń sam jak chcesz, a nas ze sobą nie zabieraj w przepaść! W ręku mam twego płaszcza kłąb... Chryste! I ja padam! Z twarzy ucieka ciepło dnia! Biada nam, ginę! Biada!"
krawczyk,Więc jeśli Chcesz mieć klasa dziewczynę To zawsze wybierz Halinę Bo bardzo lubię to imię Dziś Halinę mam ja
kaczmarski,Połamiemy paznokcie pragnąc przetrzeć oczy I łza prędzej wsiąknie niż się w dół potoczy
kaczmarski,"- Dlaczego śmiercią mnie straszycie? Wszystko najgorsze już poza mną - Dni rozciągnięte na torturach, Śmierć moim wybawieniem, nazwą. Krew, pot i łzy, co ze mnie uszły, Ciało zsuszyły na pergamin, Co spłonie szybko, lecz bez duszy, Która powieje popiołami Nad bladym światem pogrzebowo, Bo kłamstwem żyje wasze słowo."
krawczyk,"Nie trudno cieszyć sie chwilą  Wszak życie chwilą jest  Nikt nie chce, by się skończyło  A przecież to nie kres, o nie!"
kaczmarski,"Cieszy mnie krytyka tak szczera, Bowiem dowodzi, że docieram Do tego, o co chcą się spierać Ludzie myślący, a więc - żywi. Gdy nagła bierze mnie cholera, Lub, kiedy już bezsilność zżera, Jest coś, w czym łatwo powybierać - Wszechłagodzący relatywizm."
krawczyk,":  Teraz pijesz wino, pijesz aż do dna,  Późna już godzina, próżno czekasz dnia.  Chciałbyś się rozpłynąć, uciec, gdzie się da.  Proszę zostań na noc, przyjaźń swoje prawa ma."
krawczyk,"Nasz dom! Dziś mu trzeba twojej troski, Twego serca, twej miłości, Daj mu ją. Popatrz!"
kaczmarski,"Pozwól, Cezarze, gdy zdobędziemy cały świat  Gwałcić, rabować, sycić wszelkie pożądania  Proste prośby żołnierzy te same są od lat  A Juliusz Cezar milcząc zabaw nie zabrania"
krawczyk,"chciałem być piosenkarzem  chciałem mieć pełne sale  podróżować, zwiedzać świat  i wiele pięknych, pięknych kobiet znać"
krawczyk,"W żłobie leży, któż pobieży Kolędować małemu Jezusowi Chrystusowi Dziś nam narodzonemu? Pastuszkowie przybywajcie Jemu wdzięcznie przygrywajcie Jako Panu naszemu!"
kaczmarski,"Tak zawisnąć nad ziemią choć na niej Bez rybiego popłochu pośpiechu I zapomnieć, zapomnieć... kochani Że musimy zaczerpnąć oddechu..."
kaczmarski,"Może wszyscy byli na to samo chorzy? Te same nad karkiem okrągłe urazy Przez które do ziemi dar odpłynął boży - Ale nie ma znaków, że to grób zarazy."
krawczyk,Niech się każdy pięknie skłoni Jak każe obyczaj Zanim spojrzy na królewskie Łaskawe oblicze
krawczyk,"Viva Las Vegas! Viva Las Vegas! Viva Las Vegas! Viva, Viva Las Vegas!"
krawczyk,"Witaj, Panie, cóż się stanie, Że rozkosze niebieskie Opuściłeś a zstąpiłeś Na te niskości ziemskie? Miłość moja to sprawiła, By człowieka wywyższyła Pod nieba emipryjskie."
kaczmarski,"A nad Sekwaną pochylona gałąź Żywa - pod blaskiem corocznej siwizny Wspomina drzewo układane w pryzmy, Gdy Templariuszy Król spalał wspaniałość W czas wielkiej schizmy."
kaczmarski,Zakocha się szczerze trzy razy na tydzień I wstyd mu że tak zakłamany Czasami w połowie wieczoru gdzieś wyjdzie Lecz raczej się zdrzemnie pijany
krawczyk,"Mam już oczy szeroko otwarte  Tyle lat udawałem, że  Wszystko to było żartem  Dziś udawać nie muszę, o nie  Teraz znowu jestem sam  Prawdę znam"
krawczyk,"Serca nam usną, a dusze zatoną W jakiejś niezmiernej, świetlanej przestrzeni W słonecznych omdleń ciszę nieskończoną W słonecznych omdleń ciszę nieskończoną"
kaczmarski,Na do drzwi stuk Kogo by mógł - Wpuści za próg Mój Bóg.
kaczmarski,"Fajnie się cieszyć, zamiast łkać – We współistnienie wierzyć; Brać póki czas, co dadzą brać, Bo kiedyś nas nie będzie stać Na tyle choć, by przeżyć!"
krawczyk,Lato już jest tuż-tuż Gwiezdny obłok spadł Zdjęcie masz na tle róż W blasku siedmiu lat
krawczyk,"Cyt, cyt, cyt niech zaśnie małe Dzieciątko oto już zasnęlo niby kurczątko. Lulajże, Jezuniu..."
krawczyk,"Love, love - to słowo zna cały świat Love, love - dziś słowa tego ci brak Love, love - choć niby tak obco brzmi Love, love - po nocach tobie się śni"
krawczyk,Jeśliś sam Wszystkim smutkom twój winien stan Bólom głowy i pustkom dat Winien własny twój stan
krawczyk,Popłynąłbym do niej przez te modre fale nurt wody ją zabrał nie ujrzę jej wcale
kaczmarski,"Lecz czasem, gdy jest noc, Ziutek wytęża słuch, Tak to Celiny, Celiny, Celiny duch. Wiecie więc, że ja was bawiłem śpiewem swym Tylko dla zwykłej draki - bo prawdy wcale nie ma w tym. To zwykły kawał jest, Balujcie - to już ballady kres!"
kaczmarski,"Lecz to dopiero pilot, pięciu milicjantów, Dwudziestu tajnych panów, (ot w razie awantur), Potem samochód jeden, drugi, potem trzeci, Potem wojskowy gazik z prasą, radiem leci."
kaczmarski,"Więc młode dziewczęta strzec trzeba się wam Tych chłopców co z wami chcą być sam na sam Przeminą raz dwa wina szum, słodkie słówka A w darze zostanie wam dziurawa mufka"
kaczmarski,"* (łac.) Galię jako całość dzieli się na części trzy.  Z nich pierwszą zajmują Belgowie, drugą Akwitanie.  Trzecią ci którzy w swym języku Celtami, a w naszym Gallami siebie nazywają.  Witaj, Cezarze, idący na śmierć Cię pozdrawiają."
krawczyk,"Czemu każesz tęsknić tak ogromnie - Czyżbyś o mnie zapomniała już? Jeśli tak, to wśród tęsknoty Znajdzie cię piosenki motyw Wśród dalekich lądów, rzek i mórz"
krawczyk,"Ahaha (ohoho), ohoha (ohoho), ohoha, uu-je, Ohoha (ohoho), ohoha (ohoho), co jest naj."
krawczyk,"Jesień, owszem, jest piękna, bogata Bardzo strojna i pełna kolorów Ale skąd, skąd jesieni do lata Do lipcowych, sierpniowych wieczorów!"
krawczyk,"Chcę jeszcze raz odnaleźć ślad Tego, co radość kiedyś dało nam"
kaczmarski,"Na ciemnym tle nieba wypalam ślad jasny, Mój ślad - już ostatni, przelotny, lecz własny I spadam kometą, chwilowym płomieniem Być może spełniając tym czyjeś marzenie   I lecę wśród cisz -   Ja - żar - drążę ziąb   I wszystko mknie wzwyż,   A ja - w głąb."
krawczyk,"Anioł Pański sam ogłosił te dziwy, Których oni nie słyszeli, jak żywi. Chwała na wysokości..."
krawczyk,"W Urugwaju, w Biłgoraju W Argentynie, w Garwolinie Wszędzie tańczą dziś Rock, rock, rock and roll"
krawczyk,"Jak salamandra Jak salamandra Zmienia mi stroje dnia - u! Źle, gdy kaprysi Źle, gdy jej nie ma To już za długo trwa - u, u!"
kaczmarski,Słychać tylko jego lub spikera głos Na ekranie gąszcz wykresów i wyliczeń Jaką siłę daje atomowy stos Ile jemy mięsa w proszku i słodyczy Nie lecimy my odkrywać gwiazdozbiorów Ani z obcych planet uszczknąć gruntu gramów Naszym celem jest ogólnie biorąc KONSEKWENTNA KONTYNUACJA PROGRAMU!
krawczyk,"Nie patrz, Niki, już za siebie Teraz oczy skieruj w dal A za miastem wkrótce ujrzysz Długi rząd fabrycznych hal Tu montują tranzystory Zaraz to zobaczysz sam Z nich zrobione jest to radio Które w naszym aucie gra"
krawczyk,"Hej! górol ci jo, górol, hej! spod samiuśkich Tater,  Hej! dyscyk mnie wykąpoł, hej! wykołysoł wiater.  Hej! dyscyk mnie wykąpoł, hej! wykołysoł wiater.  Heeej!"
kaczmarski,To morze oddychało tak samo Kiedy w gatunkach rosła doskonałość Niszcząc za sobą nieudane próby.
kaczmarski,"Kogo wynosić pod niebo Lechitów, Gdzie tylu było dziwnie wyniesionych I braknie brązu dla nowych pomników Wśród tylu starych - jeszcze nie strąconych."
krawczyk,"Tato, małą Anię Weźmy z sobą też Razem będzie raźniej Dobrze o tym wiesz"
krawczyk,"Piosenka przypomni ci Że ktoś na ciebie czeka Że tęskni ktoś z daleka Samotny jak ty Piosenka przypomni ci Te chwile, co minęły Co w przestrzeń popłynęły Jak zwodnicze sny"
krawczyk,"W taki mroźny dzień Nauczyłaś kochać mnie Biały śnieg (Biały, biały śnieg) Śpi na dachach miast A ogień płonie w nas (Płonie w nas)"
krawczyk,"Gdzie się podziały tamte prywatki Gdzie te dziewczyny, gdzie tamten świat? Gdzie się podziały nasze wspomnienia Tamtych szalonych, wspaniałych lat?"
krawczyk,ty dobrze wiesz i ja to wiem  więc milczymy znów  Ja dobrze wiem i Ty to wiesz  że brakuje słów
kaczmarski,"Chodzących z głową w chmurach zdumieć Genialnym wynalazkiem prochu, Dowieść, że władza tkwi w rozumie, A nie w zasadach dawnych przodków."
kaczmarski,"Powróżę ci, jedyna moja! Jestem uczony, umiem wiele! Znowu się śmiejesz ty samico! Ale dreszcz przebiegł mi po ciele. Widzisz to, mówisz coś bez sensu, włosy na pierś spoconą strząsasz, Pochylasz się i targasz moje zrudziałe, rzadkie, słabe, wąsy... Pije kołnierzyk mnie pod szyją, nos nabrzmiał mi gorącą cieczą, Oczy mi łzawią, uszy płoną, może ty, boska, mnie uleczysz?"
krawczyk,"Jak przeżyć wszystko jeszcze raz,  Gdy w każdym z nas żal straconych szans.  Jak przeżyć wszystko jeszcze raz Jak ocalić ginący czas."
krawczyk,"Jak przeżyć wszystko jeszcze raz,  Jak wzniecić blask, który dawno zgasł.  Jak przeżyć wszystko jeszcze raz,  Jak ocalić ginący czas."
krawczyk,"Ten dzień, ten blask Mogą odmienić świat To ty, to ja Razem każdego dnia Ten dzień, ten blask Mogą odmienić świat To ty, to ja To ty..."
kaczmarski,W pełnym słońcu w środku lata Wśród łagodnych fal zieleni Wre zapamiętała praca Stawiam łódź na suchej ziemi Owad w pąku drży kwitnącym Chłop po barki brodzi w życie Ja pracując w dzień i w nocy Mam już burty i poszycie
kaczmarski,"Wilcze zęby, oczy siwe, Groźnie garść obuszkiem furczy, Gniew w zawody z wichru zrywem, Dzika radość - lot jaskółczy, Czyn - to czyn: zapadła klamka Puścić kura po zaściankach:   Hej, kto szlachta - za Kmicicem!   Hajda na Wołmontowicze"
